name,night_mjd,n_exposures,mjd_start,mjd_last,mjd_end,filters,date_utc,duration_start_to_start_h,duration_start_to_end_h
cid_563,57427,24,57427.3115773117,57427.5655354643,57427.57595213097,"N816,i2",2016-02-09,6.094995662395377,6.344995662337169
cid_563,57489,11,57489.2291235193,57489.3913163249,57489.401732991566,N921,2016-04-11,3.892627334513236,4.142627334455028
cid_563,57715,28,57715.51913213,57715.64779635,57715.65126857222,"y,z",2016-11-23,3.0879412799840793,3.1712746132398024
cid_563,57745,17,57745.46352326,57745.64726794,57745.65074016222,z,2016-12-23,4.409872320131399,4.493205653387122
cid_563,57755,25,57755.42842293,57755.62697091,57755.63044313222,"g,i2,z",2017-01-02,4.76515151996864,4.848484853224363
cid_563,57776,18,57776.35023231,57776.59772333,57776.60119555222,"i2,r2",2017-01-23,5.9397844800841995,6.023117813339923
cid_563,57783,31,57783.39695087,57783.60382735,57783.606952350005,"i2,z",2017-01-30,4.965035519970115,5.0400355200399645
cid_563,57787,15,57787.39552512,57787.59872519,57787.60219741222,y,2017-02-03,4.876801679958589,4.9601350132143125
cid_563,57807,14,57807.32375599,57807.50599385,57807.50807718333,"g,r2",2017-02-23,4.373708639934193,4.423708639922552
cid_563,57809,13,57809.26863063,57809.4444633,57809.447588300005,i2,2017-02-25,4.2199840800021775,4.294984080072027
cid_563,57816,28,57816.25835961,57816.508738,57816.512210222216,"i2,z",2017-03-04,6.009081359894481,6.092414693150204
cid_563,57819,16,57819.39389176,57819.53157584,57819.53504806222,y,2017-03-07,3.304417920007836,3.387751253263559
cid_563,57834,24,57834.27387879,57834.48116411,57834.484289110005,"g,z",2017-03-22,4.974847680015955,5.049847680085804
cid_563,57841,18,57841.26791919,57841.42763926,57841.43111148222,"g,z",2017-03-29,3.8332816799520515,3.9166150132077746
cid_563,57842,24,57842.24976169,57842.37202824,57842.37550046222,"i2,y",2017-03-30,2.934397200064268,3.017730533319991
cid_563,57866,17,57866.24076716,57866.3822219,57866.38569412222,"r2,z",2017-04-23,3.3949137599556707,3.478247093211394
cid_563,58161,11,58161.29923082,58161.41950248,58161.42991914666,N1010,2018-02-12,2.8865198400453664,3.1365198399871588
cid_563,58162,13,58162.29133877,58162.42372641,58162.434143076665,N1010,2018-02-13,3.177303359960206,3.427303359901998
cid_563,58488,17,58488.40365477,58488.65338457,58488.66380123667,N1010,2019-01-05,5.9935152000398375,6.24351519998163
cid_563,58612,22,58612.23635759,58612.38425353,58612.38772575222,i2,2019-05-09,3.5495025599375367,3.63283589319326
