name,object_id,tract,patch,visit,ccd,filter,pointing,mjd,exptime,seeing,zeropt,maglimit,measurement_status,warp_x,warp_y,pixel_scale_arcsec,aperture_radius_arcsec,annulus_inner_arcsec,annulus_outer_arcsec,aperture_pixels,finite_aperture_pixels,valid_aperture_pixels,annulus_pixels,finite_annulus_pixels,valid_annulus_pixels,masked_aperture_pixels,masked_annulus_pixels,nonzero_mask_aperture_pixels,nonzero_mask_annulus_pixels,bad_mask_bits,bad_mask_planes,sky_median_counts_per_pixel,sky_sigma_counts_per_pixel,aperture_flux_counts,aperture_flux_err_counts,variance_only_flux_err_counts,aperture_flux_njy,aperture_flux_err_njy,snr,aperture_mag_ab,aperture_magerr_ab,fluxmag0,hours_since_start,valid_aperture_fraction,valid_annulus_fraction
cid_1205,43158739083084985,9813,505,160886,57,N1010,2561,58488.40365477,900.0,0.83933866,29.720848,,ok,47.620581349479835,47.48841202625954,0.16799999999990095,1.0,2.0,3.5,114,114,114,922,922,922,0,0,0,0,4383,"BAD,SAT,INTRP,CR,EDGE,NO_DATA,UNMASKEDNAN",0.07176746241748333,1.7346226910781115,11.401707261800766,19.02922193309589,17.880136465462865,656.0997712267234,1095.017427675554,0.5991683370916367,24.357575284188478,1.812072063133865,63095734448.01944,0.0,1.0,1.0
cid_1205,43158739083084985,9813,505,160888,57,N1010,2561,58488.41443063,900.0,0.8422775,29.71852,,ok,47.620581349479835,47.48841202625954,0.16799999999990095,1.0,2.0,3.5,114,114,114,922,922,922,0,0,0,10,4383,"BAD,SAT,INTRP,CR,EDGE,NO_DATA,UNMASKEDNAN",-0.009819944854825735,1.8589426384485326,37.16238585766405,18.91626313404552,17.581690407182272,2138.472098923343,1088.5173272508314,1.9645733194934856,23.0747410292447,0.5526575129494573,63095734448.01944,0.2586206399719231,1.0,1.0
cid_1205,43158739083084985,9813,505,160890,57,N1010,2561,58488.42520523,900.0,0.8640103,29.719553,,ok,47.620581349479835,47.48841202625954,0.16799999999990095,1.0,2.0,3.5,114,114,114,922,922,922,0,0,0,0,4383,"BAD,SAT,INTRP,CR,EDGE,NO_DATA,UNMASKEDNAN",0.05002644285559654,1.6573300740122794,42.944853661581874,19.081726245569808,18.03872813843809,2471.2183899974025,1098.0387355035461,2.250574875087748,22.91772218204343,0.48242616443311953,63095734448.01944,0.5172110399580561,1.0,1.0
cid_1205,43158739083084985,9813,505,160894,57,N1010,2561,58488.43788323,900.0,1.0091089,29.696678,,ok,47.620581349479835,47.48841202625954,0.16799999999990095,1.0,2.0,3.5,114,114,114,922,922,922,0,0,0,0,4383,"BAD,SAT,INTRP,CR,EDGE,NO_DATA,UNMASKEDNAN",0.09798090532422066,1.573401828700304,28.72298103477806,18.02322372796019,17.02768348657715,1652.8350406789018,1037.1282732630962,1.5936650106728067,23.354426221331202,0.6812825766311816,63095734448.01944,0.8214830399374478,1.0,1.0
cid_1205,43158739083084985,9813,505,160896,58,N1010,2561,58488.44865649,900.0,0.8921408,29.73328,,ok,47.620581349479835,47.48841202625954,0.16799999999990095,1.0,2.0,3.5,114,114,114,922,922,922,0,0,0,0,4383,"BAD,SAT,INTRP,CR,EDGE,NO_DATA,UNMASKEDNAN",-0.009943057084456086,1.4980084315180777,47.78823145269416,16.711060044246363,15.736230091188736,2749.9256912591854,961.6211344698585,2.8596768443272818,22.801697603889902,0.37967094320880895,63095734448.01944,1.0800412799580954,1.0,1.0
cid_1205,43158739083084985,9813,505,160898,49,N1010,2561,58488.4594325,900.0,0.834663,29.717022,,ok,47.620581349479835,47.48841202625954,0.16799999999990095,1.0,2.0,3.5,114,114,114,922,922,922,0,0,0,0,4383,"BAD,SAT,INTRP,CR,EDGE,NO_DATA,UNMASKEDNAN",0.06666361168026924,1.572789132940024,32.637837755377404,15.638919382256926,14.481311474119321,1878.111531277465,899.9258789346766,2.0869624657319057,23.215696552032984,0.5202471163645761,63095734448.01944,1.3386655199574307,1.0,1.0
cid_1205,43158739083084985,9813,505,160900,57,N1010,2561,58488.4702117,900.0,0.78251106,29.732538,,ok,47.620581349479835,47.48841202625954,0.16799999999990095,1.0,2.0,3.5,114,114,114,922,922,907,0,15,0,15,4383,"BAD,SAT,INTRP,CR,EDGE,NO_DATA,UNMASKEDNAN",0.10072562843561172,1.3770691161140798,31.953101439401507,14.633193550160398,13.673289146311644,1838.7090690017005,842.052397954678,2.1836041004905087,23.238717454667906,0.4972220946618655,63095734448.01944,1.5973663199110888,1.0,0.9837310195227765
cid_1205,43158739083084985,9813,505,160902,57,N1010,2561,58488.48098692,900.0,0.85032433,29.72297,,ok,47.620581349479835,47.48841202625954,0.16799999999990095,1.0,2.0,3.5,114,114,114,922,922,922,0,0,0,0,4383,"BAD,SAT,INTRP,CR,EDGE,NO_DATA,UNMASKEDNAN",0.06110464595258236,1.289539192020893,20.15752991172485,14.342567613099735,13.500732243070765,1159.9447749274802,825.328620853604,1.405433842495122,23.738906717698196,0.7725274373858674,63095734448.01944,1.85597160004545,1.0,1.0
cid_1205,43158739083084985,9813,505,160904,65,N1010,2561,58488.49176981,900.0,0.82509005,29.740322,,ok,47.620581349479835,47.48841202625954,0.16799999999990095,1.0,2.0,3.5,114,114,114,922,922,922,0,0,0,0,4383,"BAD,SAT,INTRP,CR,EDGE,NO_DATA,UNMASKEDNAN",0.05849658325314522,1.4477896152377128,-1.31095018889755,15.848657055735384,14.887395426481397,-75.43730945513396,911.9950223030451,-0.08271679955514827,,,63095734448.01944,2.114760960044805,1.0,1.0
cid_1205,43158739083084985,9813,505,160906,58,N1010,2561,58488.50254688,900.0,0.7602129,29.738508,,ok,47.620581349479835,47.48841202625954,0.16799999999990095,1.0,2.0,3.5,114,114,114,922,922,922,0,0,0,0,4383,"BAD,SAT,INTRP,CR,EDGE,NO_DATA,UNMASKEDNAN",0.10052696987986565,1.240044859356433,24.215816769748926,13.857954119752796,13.05251579095937,1393.4748084552382,797.4420250291737,1.74743086609244,23.539752195377723,0.6213328526043634,63095734448.01944,2.3734106399933808,1.0,1.0
