name,object_id,tract,patch,visit,ccd,filter,pointing,mjd,exptime,seeing,zeropt,maglimit
cid_1205,43158739083084985,9813,505,25816,57,N921,1179,57106.3212586064,900.0,0.7131053,31.415201,
cid_1205,43158739083084985,9813,505,25820,101,N921,1179,57106.3435404301,900.0,0.7086395,31.5601,
cid_1205,43158739083084985,9813,505,67530,10,N921,1559,57486.3176098587,900.0,0.6139326,31.511,
cid_1205,43158739083084985,9813,505,67532,100,N921,1559,57486.3284114846,900.0,0.65261847,31.326315,
cid_1205,43158739083084985,9813,505,67534,4,N921,1559,57486.339217267,900.0,0.6468732,31.480515,
cid_1205,43158739083084985,9813,505,67536,4,N921,1559,57486.3500085007,900.0,0.6634878,31.422638,
cid_1205,43158739083084985,9813,505,67540,101,N921,1559,57486.3716838751,900.0,0.70691866,31.405813,
cid_1205,43158739083084985,9813,505,67550,57,N921,1559,57486.418530663,900.0,1.130191,31.196133,
cid_1205,43158739083084985,9813,505,67552,57,N921,1559,57486.4293645788,900.0,1.0947597,31.034952,
cid_1205,43158739083084985,9813,505,67768,57,N921,1560,57487.2348038596,900.0,0.58347416,31.379538,
cid_1205,43158739083084985,9813,505,67770,57,N921,1560,57487.2455896931,900.0,0.5541298,31.379673,
cid_1205,43158739083084985,9813,505,67772,57,N921,1560,57487.2563879308,900.0,0.56968415,31.392342,
cid_1205,43158739083084985,9813,505,67774,58,N921,1560,57487.2672186601,900.0,0.50855523,31.391096,
cid_1205,43158739083084985,9813,505,67776,58,N921,1560,57487.2780151195,900.0,0.5030922,31.39842,
cid_1205,43158739083084985,9813,505,67778,57,N921,1560,57487.288813368,900.0,0.52224994,31.38489,
cid_1205,43158739083084985,9813,505,67780,57,N921,1560,57487.2996034329,900.0,0.528782,31.39318,
cid_1205,43158739083084985,9813,505,67782,57,N921,1560,57487.3104740223,900.0,0.52482057,31.390675,
cid_1205,43158739083084985,9813,505,68302,65,N921,1562,57489.2291235193,900.0,0.6657821,31.383228,
cid_1205,43158739083084985,9813,505,68304,57,N921,1562,57489.2399103725,900.0,0.6192146,31.37798,
cid_1205,43158739083084985,9813,505,68306,57,N921,1562,57489.2507246286,900.0,0.61252993,31.379658,
cid_1205,43158739083084985,9813,505,68308,58,N921,1562,57489.2615227611,900.0,0.64500076,31.389002,
cid_1205,43158739083084985,9813,505,68320,57,N921,1562,57489.3265613136,900.0,0.79009604,31.386969,
